t trac brk
88.5000 0.0000 0.9348
89.0000 0.0000 0.9360
89.5000 0.0000 0.9372
90.0000 0.0000 0.9385
90.5000 0.0000 0.9397
91.0000 0.0000 0.9410
91.5000 0.0000 0.9423
92.0000 0.0000 0.9436
92.5000 0.0000 0.9450
93.0000 0.0000 0.9463
93.5000 0.0000 0.9477
94.0000 0.0000 0.9490
94.5000 0.0000 0.9504
95.0000 0.0000 0.9518
95.5000 0.0000 0.9532
96.0000 0.0000 0.9545
96.5000 0.0000 0.9559
97.0000 0.0000 0.9573
97.5000 0.0000 0.9587
98.0000 0.0000 0.9601
98.5000 0.0000 0.9615
99.0000 0.0000 0.9629
99.5000 0.0000 0.9642
100.0000 0.0000 0.9656
100.5000 0.0000 0.9670
101.0000 0.0000 0.9683
101.5000 0.0000 0.9697
102.0000 0.0000 0.9710
102.5000 0.0000 0.9723
103.0000 0.0000 0.9736
103.5000 0.0000 0.9749
104.0000 0.0000 0.9762
104.5000 0.0000 0.9774
105.0000 0.0000 0.9787
105.5000 0.0000 0.9799
106.0000 0.0000 0.9811
106.5000 0.0000 0.9823
107.0000 0.0000 0.9834
107.5000 0.0000 0.9845
108.0000 0.0000 0.9856
108.5000 0.0000 0.9867
109.0000 0.0000 0.9877
109.5000 0.0000 0.9887
110.0000 0.0000 0.9896
110.5000 0.0000 0.9906
111.0000 0.0000 0.9915
111.5000 0.0000 0.9923
112.0000 0.0000 0.9931
112.5000 0.0000 0.9939
113.0000 0.0000 0.9947
113.5000 0.0000 0.9954
114.0000 0.0000 0.9960
114.5000 0.0000 0.9966
115.0000 0.0000 0.9972
115.5000 0.0000 0.9977
116.0000 0.0000 0.9982
116.5000 0.0000 0.9986
117.0000 0.0000 0.9990
117.5000 0.0000 0.9993
118.0000 0.0000 0.9995
118.5000 0.0000 0.9997
119.0000 0.0000 0.9999
119.5000 0.0000 1.0000
120.0000 0.0000 1.0000
