t trac brk
38.0000 0.0000 0.4768
38.5000 0.0000 0.4768
39.0000 0.0000 0.4768
39.5000 0.0000 0.4768
40.0000 0.0000 0.4768
40.5000 0.0000 0.4768
41.0000 0.0000 0.4768
41.5000 0.0000 0.4759
42.0000 0.0000 0.4742
42.5000 0.0000 0.4715
43.0000 0.0000 0.4680
43.5000 0.0000 0.4636
44.0000 0.0000 0.4584
44.5000 0.0000 0.4524
45.0000 0.0000 0.4458
45.5000 0.0000 0.4384
46.0000 0.0000 0.4304
46.5000 0.0000 0.4217
47.0000 0.0000 0.4125
47.5000 0.0000 0.4028
48.0000 0.0000 0.3925
48.5000 0.0000 0.3818
49.0000 0.0000 0.3706
49.5000 0.0000 0.3591
50.0000 0.0000 0.3472
50.5000 0.0000 0.3350
51.0000 0.0000 0.3225
51.5000 0.0000 0.3098
52.0000 0.0000 0.2969
52.5000 0.0000 0.2838
53.0000 0.0000 0.2706
53.5000 0.0000 0.2572
54.0000 0.0000 0.2439
54.5000 0.0000 0.2305
55.0000 0.0000 0.2172
55.5000 0.0000 0.2039
56.0000 0.0000 0.1907
56.5000 0.0000 0.1776
57.0000 0.0000 0.1647
57.5000 0.0000 0.1520
58.0000 0.0000 0.1396
58.5000 0.0000 0.1274
59.0000 0.0000 0.1156
59.5000 0.0000 0.1041
60.0000 0.0000 0.0930
60.5000 0.0000 0.0824
61.0000 0.0000 0.0722
61.5000 0.0000 0.0626
62.0000 0.0000 0.0535
62.5000 0.0000 0.0449
63.0000 0.0000 0.0370
63.5000 0.0000 0.0298
64.0000 0.0000 0.0232
64.5000 0.0000 0.0174
65.0000 0.0000 0.0124
65.5000 0.0000 0.0081
66.0000 0.0000 0.0047
66.5000 0.0000 0.0022
67.0000 0.0000 0.0006
67.5000 0.0000 0.0000
68.0000 0.0009 0.0000
68.5000 0.0039 0.0000
69.0000 0.0091 0.0000
69.5000 0.0162 0.0000
70.0000 0.0252 0.0000
70.5000 0.0359 0.0000
71.0000 0.0481 0.0000
71.5000 0.0619 0.0000
72.0000 0.0769 0.0000
72.5000 0.0932 0.0000
73.0000 0.1105 0.0000
73.5000 0.1288 0.0000
74.0000 0.1480 0.0000
74.5000 0.1678 0.0000
75.0000 0.1881 0.0000
75.5000 0.2089 0.0000
76.0000 0.2301 0.0000
76.5000 0.2514 0.0000
77.0000 0.2727 0.0000
77.5000 0.2940 0.0000
78.0000 0.3151 0.0000
78.5000 0.3359 0.0000
79.0000 0.3562 0.0000
79.5000 0.3759 0.0000
80.0000 0.3949 0.0000
80.5000 0.4131 0.0000
81.0000 0.4303 0.0000
81.5000 0.4464 0.0000
82.0000 0.4613 0.0000
82.5000 0.4749 0.0000
83.0000 0.4869 0.0000
83.5000 0.4974 0.0000
84.0000 0.5061 0.0000
84.5000 0.5130 0.0000
85.0000 0.5179 0.0000
85.5000 0.5207 0.0000
86.0000 0.5213 0.0000
86.5000 0.5213 0.0000
87.0000 0.5213 0.0000
87.5000 0.5213 0.0000
88.0000 0.5213 0.0000
88.5000 0.5213 0.0000
89.0000 0.5213 0.0000
89.5000 0.5213 0.0000
90.0000 0.5213 0.0000
90.5000 0.5213 0.0000
91.0000 0.5213 0.0000
91.5000 0.5213 0.0000
92.0000 0.5213 0.0000
92.5000 0.5213 0.0000
93.0000 0.5213 0.0000
93.5000 0.5213 0.0000
94.0000 0.5213 0.0000
94.5000 0.5213 0.0000
95.0000 0.5213 0.0000
95.5000 0.5213 0.0000
96.0000 0.5213 0.0000
96.5000 0.5213 0.0000
97.0000 0.5213 0.0000
97.5000 0.5213 0.0000
98.0000 0.5213 0.0000
98.5000 0.5213 0.0000
99.0000 0.5213 0.0000
99.5000 0.5213 0.0000
100.0000 0.5213 0.0000
100.5000 0.5213 0.0000
101.0000 0.5213 0.0000
101.5000 0.5213 0.0000
102.0000 0.5213 0.0000
102.5000 0.5213 0.0000
103.0000 0.5213 0.0000
103.5000 0.5213 0.0000
104.0000 0.5213 0.0000
104.5000 0.5213 0.0000
105.0000 0.5213 0.0000
105.5000 0.5213 0.0000
106.0000 0.5213 0.0000
106.5000 0.5213 0.0000
107.0000 0.5213 0.0000
107.5000 0.5213 0.0000
108.0000 0.5213 0.0000
108.5000 0.5213 0.0000
109.0000 0.5213 0.0000
109.5000 0.5213 0.0000
110.0000 0.5213 0.0000
110.5000 0.5213 0.0000
111.0000 0.5213 0.0000
111.5000 0.5213 0.0000
112.0000 0.5213 0.0000
112.5000 0.5213 0.0000
113.0000 0.5213 0.0000
113.5000 0.5213 0.0000
114.0000 0.5213 0.0000
114.5000 0.5213 0.0000
115.0000 0.5213 0.0000
115.5000 0.5213 0.0000
116.0000 0.5213 0.0000
116.5000 0.5213 0.0000
117.0000 0.5213 0.0000
117.5000 0.5213 0.0000
118.0000 0.5213 0.0000
118.5000 0.5213 0.0000
119.0000 0.5213 0.0000
119.5000 0.5213 0.0000
120.0000 0.5213 0.0000
