s_km grade_pct
20.4900 1.2743
20.6000 1.1840
20.7100 1.0778
20.8200 1.0046
20.9300 1.0025
21.0400 1.0116
21.1500 1.0002
21.2600 0.9698
21.3700 0.9567
21.4800 0.9900
21.5900 1.0192
21.7000 1.0343
21.8100 1.0323
21.9200 1.0070
22.0300 0.9900
22.1400 0.9840
22.2500 0.9932
22.3600 0.9930
22.4700 0.9913
22.5800 0.9785
22.6900 0.9726
22.8000 0.9639
22.9100 0.9614
23.0200 0.9675
23.1300 0.9733
23.2400 0.9823
23.3500 0.9873
23.4600 1.0046
23.5700 1.0199
23.6800 1.0301
23.7900 1.0342
23.9000 1.0244
24.0100 0.9916
24.1200 0.9580
24.2300 0.9388
24.3400 0.9038
24.4500 0.9004
24.5600 0.8593
24.6700 0.8887
24.7800 0.9225
24.8900 0.9648
25.0000 1.0209
25.1100 1.0678
25.2200 1.0667
25.3300 1.0409
25.4400 1.0144
25.5500 1.0066
25.6600 0.9908
25.7700 1.0070
25.8800 0.9831
25.9900 0.9528
26.1000 0.9827
26.2100 1.0197
26.3200 1.0556
26.4300 1.0583
26.5400 1.0755
26.6500 1.0666
26.7600 0.9621
26.8700 0.9056
26.9800 0.8380
27.0900 0.7833
27.2000 0.7552
27.3100 0.7627
27.4200 0.8329
27.5300 0.9256
27.6400 1.0048
27.7500 1.0440
27.8600 1.0271
27.9700 1.0124
28.0800 0.9674
28.1900 0.9466
28.3000 0.9380
28.4100 0.9317
28.5200 0.9398
28.6300 0.9680
28.7400 0.9936
28.8500 1.0170
28.9600 1.0411
29.0700 1.0511
29.1800 1.0309
29.2900 0.9958
29.4000 0.9868
29.5100 0.9863
29.6200 0.9811
29.7300 0.9747
29.8400 0.9847
29.9500 0.9923
30.0600 0.9933
30.1700 0.9788
30.2800 0.9611
30.3900 0.9371
30.5000 0.9260
30.6100 0.9349
30.7200 0.9561
30.8300 0.9944
30.9400 1.0338
31.0500 1.0467
31.1600 1.0364
31.2700 1.0136
31.3800 0.9922
31.4900 0.9821
31.6000 0.9695
31.7100 0.9553
31.8200 0.9451
31.9300 0.9380
32.0400 0.9451
32.1500 0.9493
32.2600 0.9660
32.3700 1.0007
32.4800 1.0335
32.5900 1.0442
32.7000 1.0459
32.8100 1.0391
32.9200 1.0343
33.0300 1.0202
33.1400 1.0115
33.2500 1.0080
33.3600 1.0118
33.4700 1.0304
33.5800 1.0438
33.6900 1.0461
33.8000 1.0187
33.9100 0.9407
34.0200 0.8096
34.1300 0.6171
34.2400 0.4079
34.3500 0.2076
34.4600 0.0385
34.5700 -0.0908
34.6800 -0.1992
34.7900 -0.2762
34.9000 -0.3190
35.0100 -0.3316
35.1200 -0.3202
35.2300 -0.2650
35.3400 -0.1923
35.4500 -0.1481
35.5600 -0.1474
35.6700 -0.1483
35.7800 -0.1478
35.8900 -0.1630
36.0000 -0.1717
36.1100 -0.1586
36.2200 -0.1465
36.3300 -0.1766
36.4400 -0.2053
36.5500 -0.2185
36.6600 -0.2217
36.7700 -0.2210
36.8800 -0.2211
36.9900 -0.2082
37.1000 -0.2006
37.2100 -0.2004
37.3200 -0.1979
37.4300 -0.1974
37.5400 -0.2095
37.6500 -0.2366
37.7600 -0.2832
37.8700 -0.2958
37.9800 -0.2847
38.0900 -0.2660
38.2000 -0.2173
38.3100 -0.1726
38.4200 -0.1356
38.5300 -0.1226
38.6400 -0.1257
38.7500 -0.1452
38.8600 -0.1709
38.9700 -0.1743
39.0800 -0.1789
39.1900 -0.1968
39.3000 -0.1987
39.4100 -0.1820
39.5200 -0.1731
39.6300 -0.1788
39.7400 -0.1723
39.8500 -0.1617
39.9600 -0.1662
40.0700 -0.1808
40.1800 -0.1848
40.2900 -0.1846
40.4000 -0.1965
40.5100 -0.2030
40.6200 -0.2111
40.7300 -0.2233
40.8400 -0.2503
40.9500 -0.2697
41.0600 -0.2676
41.1700 -0.2474
41.2800 -0.2187
41.3900 -0.1790
41.5000 -0.1479
41.6100 -0.1415
41.7200 -0.1561
41.8300 -0.1881
41.9400 -0.1999
42.0500 -0.1968
42.1600 -0.1791
42.2700 -0.1660
42.3800 -0.1686
42.4900 -0.1743
42.6000 -0.1926
42.7100 -0.2388
42.8200 -0.2883
42.9300 -0.3139
43.0400 -0.2661
43.1500 -0.1104
43.2600 0.1623
43.3700 0.4921
43.4800 0.7767
43.5900 0.9621
43.7000 1.0291
43.8100 0.9960
43.9200 0.9402
44.0300 0.9079
44.1400 0.8927
44.2500 0.8935
44.3600 0.8934
44.4700 0.8989
44.5800 0.9013
44.6900 0.9105
44.8000 0.9315
44.9100 0.9346
45.0200 0.9245
45.1300 0.9255
45.2400 0.9450
45.3500 0.9710
45.4600 0.9956
45.5700 1.0069
45.6800 0.9930
45.7900 0.9756
45.9000 0.9573
46.0100 0.9516
46.1200 0.9625
46.2300 0.9865
46.3400 1.0115
46.4500 1.0292
46.5600 1.0164
46.6700 0.9596
46.7800 0.8392
46.8900 0.6732
47.0000 0.4828
47.1100 0.2945
47.2200 0.1438
47.3300 0.0451
47.4400 0.0004
47.5500 -0.0060
47.6600 -0.0018
47.7700 -0.0042
47.8800 -0.0171
47.9900 -0.0374
48.1000 -0.0598
48.2100 -0.0845
48.3200 -0.1058
48.4300 -0.1218
48.5400 -0.1270
48.6500 -0.1251
48.7600 -0.1062
48.8700 -0.0717
48.9800 -0.0408
49.0900 -0.0141
